歌曲名,时长,作者,专辑
Swimming,3:9,Sleepy Fish,Beneath Your Waves
Bubble Main Theme (UTAtoHIBIKI) (Cover),4:2,Samuel Kim,Bubble Main Theme (UTAtoHIBIKI) (Cover)
Flowers (feat. Nori),4:12,In Love With A Ghost,Let's Go
Counter Attack-Mankind (Sasha Version) (Cover),4:58,Samuel Kim,Attack on Titan: Final Season Tribute (Cover)
His Theme,2:5,Toby Fox,UNDERTALE Soundtrack
Lost my pieces,2:1,橋本由香利,とらドラ! オリジナル・サウンドトラック
This Place Is a Shelter,2:18,Ólafur Arnalds,Living Room Songs
love.,2:57,Theysay.,love.
Ephemeral Memories（Without Drum),3:45,MoreanP,Ephemeral Memories
Starry Sky,2:34,Pam_dinosaur,Starry Sky
我在名为秋天的路上遇见你,3:21,FYNial,秋路
死在人海,1:17,雾江月,死在人海
Time to Pretend,5:14,Lazer Boomerang,Time to Pretend
I Need U,3:6,Smyang Piano,"Music Box Collection, Vol. 1"
❀,2:15,nevva,❀
and my life turned around,1:30,olli,and my life turned around
Basim-Stjæler Mit Hjerte（纯音乐）（超人战士 remix）,3:48,超人战士,纯音乐
Lightning Moment（piano version）,1:43,Qperkz,piano version
Fallin Flower（钢琴版）（翻自 SEVENTEEN）,1:3,柳轻颂,Rainbow
Spider Thread Monopoly,2:30,ProN4c,Spider Thread Monopoly
yellow,1:18,eel.,confession
Ephemeral Memories,3:55,MoreanP,Ephemeral Memories
Another,2:57,Zdeněk Gromnica,Dusk
First Kiss,2:30,Elijah Who,First Kiss
Drowning Love,1:52,Sanmmy Margan,Drowning Love
ain't loyal (oshi's Version),2:5,OSHI,ain't loyal (oshi's Version)
Dawn,3:11,Fabrizio Paterlini,Winter Stories
3055,5:26,Ólafur Arnalds,Eulogy for Evolution
magnolia,2:19,keshi,magnolia
把音量调最大 有话对你讲,0:45,周婧琳,了不起的人
Aloha,0:31,Dick Walter,Kpm 1000 Series: The Editor's Companion 2
鶯之緒,3:16,Fur Von （饭碗的彼岸）,LovingIng
海の形,4:10,昙轩,海の形
日月星辉之中，你是第四种难得,3:45,沈奕秋,我们都是星子
一天一天（小清新钢琴纯音乐）,4:13,桑子,曾经陪你一起听过的歌（纯音乐合集）
Porter Robinson / Madeon - Shelter（WYINY remix）,4:14,WYINY,SHELTER
最幸福的事，就是在喜欢你的每一天里，被你喜欢,3:2,Hea2t,最幸福的事，就是在喜欢你的每一天里，被你喜欢
デート,4:3,RADWIMPS,君の名は。
ghost duet,1:0,Louie Zong,ghost duet
Are You Lost,2:47,Park Bird,Are You Lost
日暮里,3:26,JINBAO,東京物语
Blue Dragon(piano&guitarver),3:33,澤野弘之,「医龍 Team Medical Dragon」オリジナルサウンドトラック
Born a Stranger,1:41,Kan R. Gao,To the Moon
Drip Drip Drip,6:38,Music therapy,神奇的α波 潜意识疗法 舒眠
いのちの名前,5:49,広橋真紀子,リラクシング・ピアノ~宮崎駿コレクション
Sakura,1:0,CMJ,Sakura
我们别时和见时不同,5:8,Fur Von （饭碗的彼岸）,我们别时和见时不同
未完成,1:22,不知春去,未完成
能不能打给我一个让我害羞到脸红的电话,3:17,金克斯的地下情人,电
如果是来见你 我会用跑的,3:52,FAT TIGER,如果是来见你 我会用跑的
The Sound of Silence,4:7,Racoon Racoon,The Sound of Silence
to the seaside...,1:35,silky soap,Remember that one time​.​.​.
nostalgia,2:1,Inteus,nostalgia
Easy Breeze,1:42,Thomas Greenberg,Something Simple
听见星星光芒碎裂的声音,4:14,温野,听见星星光芒碎裂的声音
Solstice,3:46,K-391,Solstice
Trap Queen,5:16,MKJ,Trap Queen
Game Over!,3:26,Harris Cole,Game Over!
星河不可及,3:50,CMJ,星河不可及
山海不可平,1:53,CMJ,山海不可平
所念皆星河,3:40,CMJ,所念皆星河
星茶会,3:16,灰澈,星茶会
Asphyxia,5:9,逆时针向,asphyxia
The Right Path,2:28,Thomas Greenberg,Age Of Innocence
Butterflies,1:50,Nohidea,Blank Space
あい し て る darling,3:3,戴帽子的男同学,あい し て る darling
Anesthesia,3:42,Vexento,Anesthesia
Everything,4:16,Yinyues,Everything
告白の夜,4:50,Ayasa,CHRONICLE V
Geisha (Original Mix),6:33,Dino Sor,Geisha
宾克斯的美酒,7:6,V.A.,最新热歌慢摇19
All alright,6:17,Sigur Rós,Með suð í eyrum við spilum endalaust
winter.,1:54,VESK GREEN 青菜,winter.
So Cute~,3:4,Lopu$,So Cute~（当山瞳-Cathy Lopurmx）
Cure,3:38,Carla,Cure
午夜雨.Remix,3:21,MyT1aN,午夜雨
自來也豪傑物語,2:36,emoshinobi,自來也豪傑物語
初めてのデート,3:28,SimorE,初めてのデート
明日你会重生,3:21,Revol,明日重生
我将死去,3:29,Revol,明日重生
只是当时已惘然,2:47,十指流玉,Alone With Piano
Town of Windmill,2:21,a_hisa,Town of Windmill
Last Reincarnation,3:10,AniFace,Last Reincarnation
夜、萤火虫和你,3:8,AniFace,夜、萤火虫和你
生日当天的傍晚意外收到了来自暗恋对象的祝福,2:50,AniFace,致青春的你
春风再美也比不上你的笑，没见过你的人自然不会明了。（Demo）,3:9,十指流玉,一个人跨年的你看啊，今晚月色真美。
Lupins,3:43,AniFace,Lupins
Miss U the 715th time,2:49,AniFace,三音成曲
Please Come Back,5:29,Zeraphym 六翼使徒,Please Come Back (Original Mix)
梦境中的背影,1:59,余日秋山,梦境中的背影
17:40,3:39,AniFace,慵懒的课后时光
晴天的周末在去学校补课的路上遇见了喜欢的人,3:32,AniFace,致青春的你
三年幻想郷,5:16,神乃木製作所,三年幻想郷
Recollection,3:42,Lycii,Recollection
Bamboo,4:17,Piano Master,Beautiful Forest
潮鳴り,2:37,折戸伸治,CLANNAD ORIGINAL SOUNDTRACK
Lupinus,5:25,Foxtail-Grass Studio,Lupinus 幻想写景 -風-
雲流れ,4:12,みかん箱,pastoral landscape
勿念他归,5:56,V.A.,最新热歌慢摇19
青石巷,3:47,魏琮霏,Wei
꿈속에서 (In The Dreams),3:47,단비,Love Is Pain
Bloom of Youth,2:28,清水淳一,クドわふたー オリジナル サウンドトラック
Regrets (Too Late),5:42,Zeraphym 六翼使徒,Regrets (Too Late)
Who's Lovin' You,4:4,October,I'm In You
Dragonfly Keeper,2:9,Phildel,Qi
봄의 태양,3:38,July,봄의 태양
Beyond The Memory,3:50,July,Beyond The Memory
Somewhere,3:49,July,Somewhere
바람에 쓰는 편지,4:3,July,Happiness
In Love,3:53,July,In Love
Only Wish,2:10,Nicholas Cheung,Chill Collection Vol.1
In The Wind,3:55,July,In Love
Koto,4:10,CloZee,Koto
My Soul,3:50,July,Time...
My Heart Will Go On,4:22,Kenny G,Love Ballads
Going home,4:43,Kenny G,惠威T200A试音碟
Annie's Wonderland,3:26,Bandari,Bandari 20th Anniversary Collection
China 加林赛,3:30,Dirty Class,China
The Chinese zither,3:36,徐梦圆,The Chinese zither
菊次郎的夏天,3:20,K. Williams,金色钢琴
Summer,2:33,久石譲,ENCORE
Soon he'll be back,4:23,Spaarkey,Soon He'll Be Back
清丶风（DiESi Remix）,4:45,DiESi,清丶风（DiESi Remix）
Halcyon Days,5:49,Zeraphym 六翼使徒,Halcyon Days
Glistening,2:55,CelDro,Glistening
Nova,3:13,Breathing Heavily,Nova
Luv Letter (Wisp X Remix),3:57,Wisp X,Luv Letter (Wisp X Remix)
夏恋,4:26,Otokaze,夏恋
Into the Deep,4:45,Joseph Ti,TOP25 Chill Emotion
Time to go home,4:8,Jacoo,Time to go home
Soulflare,5:10,Xeuphoria,Soulflare
Remembrance,4:52,Wisp X,Remembrance
"Afar, We Stand",3:18,Vexaic,"Afar, We Stand"
Search,4:52,Approaching Nirvana,Reboot
New Beginning,4:45,Soulfy,New Beginning
Eutopia,4:52,Yooh,Eutopia
城南花已开,4:31,三亩地,城南花已开
デート2 (1n Cover),2:7,1n,Piano collection 1
Aware,4:32,Kontinuum,Aware
Open Your Eyes,6:22,CMA,Open Your Eyes
Soaring (Original Mix),3:34,TomLeevis,Soaring
Adagio for Summer Wind,2:21,清水淳一,クドわふたー オリジナル サウンドトラック
Astral Requiem,9:2,山下直人,最新热歌慢摇71
夏の喚く,4:56,邱有句,夏の喚く
探し,3:33,N2V,探し
简单与秋夜,2:56,闫东炜,小清新与小情绪
那年夏天，阳光正好,2:23,忘乡,那年夏天，阳光正好
An Old Song,4:13,MoreanP,An Old Song
The Reluctant Heroes(Piano⩔chestral)（翻自 泽野弘之）,4:23,1n,Piano collection 1
Sky Mirrors,4:50,Jannik,云际
Lost In Dreamland,3:45,MoreanP,Lost In Dreamland
No Longer(Original Mix),4:3,Ellivs,No Longer
雪の笑顔,3:20,smile丶轩,初冬
A Story of Fate,3:33,Jannik,A Story of Fate
Forever 21 （Original Mix）,2:47,逆时针向,Forever 21（21岁生日纪念）
寄夏予你（off vocal),4:52,MoreanP,寄夏予你
飞舞吧，樱花！,2:57,余日秋山,飞舞吧，樱花！
Under The Welkin,4:53,MoreanP,Under The Welkin
Feeling The Rain,4:2,MoreanP,Feeling The Rain
Away From,3:36,千坂,Away From
忆夏思乡,4:23,MoreanP,忆夏思乡
Light Hope,3:57,浮云心丶,Light Hope
葬花,3:55,THT,葬花
Letter,3:39,iris,YOUR FRIENDSHIP MEANS SO MUCH TO ME
Whether,3:30,化境,Whether
It's Your Birthday ,2:57,叁x,It's Your Birthday
Deep memory of you,3:23,风吹心散,Deep memory of you
初秋与七夕,2:40,闫东炜,小清新与小情绪
云村的告别,4:25,邱有句,云村的告别
熹光,4:6,逆时针向,熹光
When I see the light at that Time,4:29,Snigellin,When I see the light at that Time
Breath and Life,1:48,Audiomachine,The Platinum Series III: Eterna
Gypsophila,4:7,MoreanP,Gypsophila
Everdream,8:33,Epic Soul Factory,Sigma
失,4:10,十指流玉,失
Cute,4:45,徐梦圆,Cute
Luv Letter,4:28,DJ Okawari,Libyus Music Sound History 2004－2010
Komorebi,3:32,m-taku,SOUND NOVEL
Hope,2:34,Blazo,Melancholic Jazz Sunset
what for?,3:31,sAr,courtship
Sky High,4:4,Thomas Prime,Sky High
Journey,3:0,Capo Productions,Serenity
The truth that you leave,3:43,Pianoboy高至豪,The truth that you leave
Don Coi (Instrumental),3:21,Truong Quynh Anh,最新热歌慢摇86
Dance Of The Fireflies,3:1,Philter,The Legend Of Iya (Original Game Score)
River Flows In You,3:18,Martin Ermen,"Kuschelklassik Piano Dreams, Vol. 2"
Radioactive,3:17,William Joseph,Radioactive
晨曦,4:7,四季音色,2017
青空,3:21,Candy_Wind,拂晓车站
十一月风,3:44,Candy_Wind,拂晓车站
春日,2:39,四季音色,春夏之交，轻旋淡律
Windy Hill,5:8,羽肿,Windy Hill
星空,2:7,Elements Garden,120円の春 Original SOUND TRACKS
溢爱,2:42,上松範康,喰霊-零- 5 スペシャルCD:サウンドトラック&ネットラジオ5
寂静之空,4:30,傅许,夜语·寂静之空
夏野与暗恋,2:44,闫东炜,小清新与小情绪
A Little Story,3:24,Valentin,A Little Story
【起风了原曲伴奏】-ヤキモチ（翻自 高橋優）,5:27,高橋優,好听的BGM合集
Summer Fantasy~,5:42,傅许,Summer Fantasy
樱花雨,5:55,傅许,樱花雨
いつも何度でも,3:18,宗次郎,Prime Selection
飘散,3:37,清风至,秋
Refrain,8:52,阿南亮子,Eternal Light
4. 佳期不可再（Skit）,2:45,刈泽liltay,缺时间的人
落下(いっぱつにゅうこんver.),2:46,日向文,cry
Utopia Scapes,8:14,別野加奈,Seaside Florist
我的回忆不是我的,3:52,海鸣威,我的回忆不是我的
水星,4:23,ラブリーサマーちゃん,LSC
Before Spring Ends,2:58,王OK,Before Spring Ends
"Run, Run, Run...",4:59,Emme Packer,Joy. The Machine.
A Great Escape,3:57,Satellite Stories,Pine Trails
Calendar Girl,4:7,Stars,Set Yourself on Fire
nop,1:43,陈越龙,2020
采茶纪,3:27,双笙（陈元汐）,采茶纪
孤独患者,4:31,陈奕迅,？
My Love Mine All Mine,2:17,Mitski,The Land Is Inhospitable and So Are We
你若成风,3:41,许嵩,乐酷
独侠,3:36,孔德言,独侠
王大力,3:23,曾雪雅,你会（爱）上我吗
吕梦江,4:42,南青乐队,我在三月的早晨看到了七月的黄昏
That's All,4:10,Barney Kessel,"Easy Like, Vol. 1"
烟火,3:51,陈翔,My Stage
染まるよ,3:39,チャットモンチー,チャットモンチー BEST～2005-2011～
可能,3:29,曾雪雅,17
复写 (More),3:7,VH (Vast & Hazy),文明
Twilight,8:40,Haruka Nakamura,Twilight
Azure Skies,3:6,trxxshed,Azure Skies
春夜、雨を喜ぶ - メインテーマ (Piano & Strings),3:55,小瀬村晶,TBS系 火曜ドラマ 中学聖日記 オリジナル・サウンドトラック
time machine (feat. aren park),3:45,mj apanay,seen 11:23 pm
天国はまだ遠い,8:18,ラブリーサマーちゃん,LSC
太聪明,4:23,陈绮贞,Groupies吉他手
日久生情，与这波澜不惊,3:59,阿肆,日久生情，与这波澜不惊
【三畿道】九九八十一（Cover 西瓜Kune）,4:45,三畿道,三畿道
囹圄,5:11,姜没,雨季
北京巷弄,3:53,徐良,北京巷弄
后会无期,3:26,徐良,不良少年
西厢,4:23,后弦,古.玩
アオイハルカゼ,4:30,H△G,青色フィルム
pt2,3:46,ewonjin,pt2
你在 不在,4:23,郭采洁,爱异想
夢をみせて,5:24,Cö shu Nie,夢をみせて
麋鹿。,3:50,Quinn葵因,理想
东京不太热,4:5,Z新豪,Vocaloid作品集
我只有你，你卻從來沒有認識過我,2:59,heaten_,我只有你，你卻從來沒有認識過我
unravel,4:0,TK from 凛として時雨,Fantastic Magic
Jovial,2:22,yiit242,Jovial
泪桥,3:45,伍佰 & China Blue,泪桥
A Great Escape (Acoustic Version),3:50,Satellite Stories,Pine Trails
Nardia,3:8,hideyuki hashimoto,Nardia
ζ,3:7,α·Pav,Pavonis ~ Piano Collection II ~
爱情陷阱,3:53,谭咏麟,爱情陷阱
郊游,4:34,蛙池,郊游
mure,4:4,hideyuki hashimoto,room
最佳损友,3:53,陈奕迅,Life Continues…
海鸟日记,3:27,给我一杯卡布奇诺,《海鸟日记》
拆东墙,4:19,许嵩,苏格拉没有底
8+8=8,5:38,岛屿心情,岛屿心情
Tombstone Grey,2:48,JAWNY,The Story Of Hugo
シリウスの心臓,4:59,ヰ世界情緒,CANDY LIVE
最後 宁還是選擇和ta在一起,2:12,ZEU$YEAH,U R Nonchalant
Jealous (Instrumental),2:2,Eyedress,Jealous
你救了我，我将娶你为妻,2:58,三册柏,酒井法子与螃蟹王子
天天,4:15,陶喆,I'm OK
我们俩,3:13,郭顶,微微
麦恩莉,4:48,方大同,回到未来
moonlight-Binaural recording ver.- (acoustic selection -ACOMOON-),4:22,moumoon,moumoon acoustic selection -ACOMOON-
想 活 在 二 次 元 &.,2:54,jade,不太会讲话
悠哉山歌大王(Extended),2:58,红龙果奶,悠哉山歌大王(Extended)
カナタハルカ,5:55,RADWIMPS,すずめの戸締まり
愛にできることはまだあるかい,6:54,RADWIMPS,天気の子
グランドエスケープ (Movie edit),3:8,三浦透子,天気の子
なんでもないや (movie ver.),5:41,RADWIMPS,君の名は。
夢灯籠,2:8,RADWIMPS,君の名は。
三葉のテーマ,4:3,RADWIMPS,君の名は。
"Don't say ""lazy"" (5nin Ver.)",4:22,放課後ティータイム,K-ON! - Official Band Yarou yo!!
Departures 〜あなたにおくるアイの歌〜,4:15,EGOIST,Extra terrestrial Biological Entities
阿普的思念,3:13,诺米么Lodmemo,risingstar12.6
如果爱忘了 (live),4:5,汪苏泷,声生不息·家年华 第12期
wooden home,6:53,"never,forever.",wooden home
'Fuwa Fuwa Time' #6 'Gakuen Sai!' Version,3:58,桜高軽音部,K-ON! Rendou Oubo
nemurini,7:25,macaroom,official bootleg(a)
星期天的下午,1:36,陈绮贞,Demo 3
神様の休日,3:52,日向文,日向文初期デモ集
素颜,3:58,许嵩,素颜
いきのこり●ぼくら,6:46,青葉市子,0
I DONT UNDERSTAND YOU,1:55,kuudere,I DONT UNDERSTAND YOU
超市里的马,2:36,普洛扎克Prozac,因特耐游记
For フルーツバスケット,4:22,岡崎律子,for RITZ
asphyxia (piano ver.),4:45,Cö shu Nie,Aurora
祝 大 家 新 年 快 乐！,1:40,cek7,Hello2024
Chamomile Tea,2:26,Chance Thrash,Chamomile Tea
Travelers,3:30,Andrew Prahlow,Outer Wilds - Original Soundtrack
yuki,2:32,Seto,君がいない街
裸言,2:13,Quinn葵因,理想
说,2:49,蛙池,蛙池 2020-2021
+7,2:59,柠安,+7
Lovely Bastards X Meet The Frownies,2:21,IAMJACK,Lovely Bastards X Meet The Frownies
天ノ弱,4:26,こはならむ,泣きながら
我爱你，却不能拯救你,6:7,好乐团,至少我想感同你的身受
晚安,4:58,Joy,GN
一叶知秋,3:25,Y.Z.H于哲浩,一叶知秋
モノローグドラマ「催涙雨のパドル」,4:33,花澤香菜,TVアニメ「シュタインズ・ゲート ゼロ」オリジナルサウンドトラック
YOU feat. kazami,4:57,TSUTCHIE,samurai champloo music record masta
森の神,1:37,やくしまるえつこ,やくしまるえつこ朗読CD
LOVELY BASTARDS,1:56,ZWE1HVNDXR,LOVELY BASTARDS
如瓮,3:51,石岩,南吹先生
河流 demo,4:0,蛙池,河流 demo
县城,3:29,刘森,县城
爱人（Live From The 2nd Tour）,5:10,大宽,爱人之所以伟大 Live - 个人巡演现场实录
我也曾经想过这样杀了我自己,4:49,南西肯恩,你是平静的
蒸发,5:49,好乐团,在游荡的路上学会宽容
只想一生跟你走,5:13,张学友,一生跟你走 年度代表作品辑
きんぎょの夢,4:39,関取花,きんぎょの夢
王妃,3:41,萧敬腾,王妃
一样的月光,4:0,徐佳莹,LaLa首张创作专辑
1 more thing,2:41,Eatmyflesh,Denni$ Gothman Flesh City
1 thing,2:3,11:11 Music Group,1 thing
ハートビート（恋途未卜）,4:49,wungu lan klein,ハートビート（恋途未卜）
どうして生命は、こんな美しい夜にも涙を流すのだろう,7:14,別野加奈,death has light
Ahead of Us,4:51,小瀬村晶,Proof of Us (Soundtrack to the FLAT STUDIO Short Film)
替代品,4:59,Sophis,替代品
雲のかたち,3:35,PASCALS,TBS系 金曜ドラマ「凪のお暇」オリジナル・サウンドトラック
Loving Hannah,3:18,Isobel Campbell,Milk White Sheets
Tek It (Sped Up),2:46,Cafuné,Tek It (I Watch the Moon)
めんどくさいのうた,5:36,関取花,朝
10月のあなた,4:14,関取花,中くらいの話
η,2:51,α·Pav,Pavonis ~ Piano Collection II ~
インドア系ならトラックメイカー,3:17,Yunomi,インドア系ならトラックメイカー
˃̶͈◡ ˂̶͈,2:56,闪电星,S U M M A R I Z E
インタビュア,4:13,H△G,声 ~VOCALOID Cover Album~
April Encounter,3:28,很美味,四月邂逅
Into You (Matvey Emerson Remix),3:32,DubVision,Into You (Matvey Emerson Remix)
virgo,2:15,从和文,love again
Surround Sound,3:49,JID,The Forever Story (Extended Version)
要死就一定要死在你手里,3:32,莫西子诗,中国好歌曲第一季 第二期
浪流连,4:13,茄子蛋,我们以后要结婚
灯火,3:38,優河,言葉のない夜に
attack音D,4:44,澤野弘之,TVアニメ「進撃の巨人」Season 2 オリジナルサウンドトラック
鲜花,5:41,回春丹,鲜花
关于贾宏声,5:0,Aliosha,Quitting
Call of Silence x YouSeeBIGGIRL,8:29,EYAir,「進撃の巨人」[进击的巨人]
恋愛サーキュレーション,4:13,花澤香菜,恋愛サーキュレーション & あとがたり
少年日记,3:33,nidex,少年日记
煎 心 且 衔 泪,4:19,夜行双面猫,煎 心 且 衔 泪
Oh My God Isn't That Gorgeous (Instrumental),2:53,Akira the Don,Stop Thinking V: Trancendent Instrumentals for Meditation
ふでペン 〜ボールペン〜（ゆいあずVer.,3:49,豊崎愛生,K-ON!! ORIGINAL SOUND TRACK Vol.2
ふわふわ時間,3:59,桜高軽音部,ふわふわ時間
24/7,3:41,SYNTH,24/7
放空,5:2,老破麻 O.S.D,Extended Play
Ref꞉rain,5:15,Aimer,"Aimer special concert with スロヴァキア国立放送交響楽団 ""ARIA STRINGS"""
我的中国心 伴奏,1:24,王德亮,经典伴奏
柴 鱼,2:33,New,夏日啤酒馆
crystal dolphin,1:54,engelwood,crystal dolphin
school rooftop,2:47,DYL,school rooftop
water.dance (rmx),2:19,johto.,winter chill•
没有理想的人不伤心,5:41,新裤子,生命因你而火热
晚,3:13,柠安,晚
コンプリケイション -Acoustic lyrics reading-,3:18,ROOKiEZ is PUNK'D,DRRROOKiEZ!! -ROOKiEZ is PUNK'D respect for DRRR!!-
贾想,3:0,Aliosha,Jia Zhangke
Woven Song,3:10,Ólafur Arnalds,Woven Song
無能,3:40,österreich,無能
Need You Here,2:29,Alfonse,Need You Here
4:55,3:21,CREAM,Sounds Good
catch me,2:57,JVKE,this is what ____ feels like (Vol. 1-4)
爱人,5:11,莉莉周她说 Lily Chou-Chou Lied,大预言家
08 罗依的诗,1:20,三册柏,宝藏山中
百变酒精,3:43,法老,科幻小说
凛冬将至（Full version）,6:10,徐骁宇DEAN K,凛冬将至Single album
上学威龙,3:23,法老,上学嗨mixtape
习惯失恋,3:56,容祖儿,我的骄傲
tate,3:37,AVALON,tate
I'm so nervous,2:2,Frrb,I'm so nervous
樱不及落,2:15,999NOReason,樱不及落
Ꮮ Ꮺ Ꮙ Ꭼ,2:57,ADG,L O V E
Payphone,3:52,Maroon 5,Payphone
Lemon,4:16,米津玄師,Lemon
On The Run,5:0,Timecop1983,Night Drive
秋,6:2,FLOWER FLOWER,色
幹物女(WeiWei),3:38,封茗囧菌,幹物女(WeiWei)
水漫金山寺,4:43,裁缝铺,水漫金山寺
私じゃなかったんだね,4:4,りりあ。,私じゃなかったんだね。
永动交车,3:9,30年前，50年后,丧失年轻，勿失年华
鬼,2:40,草东没有派对,丑奴儿
大风吹,3:56,草东没有派对,丑奴儿
はるなつあきふゆ,6:21,青葉市子,0
凄美地,4:10,郭顶,飞行器的执行周期
晚安-猫二,1:36,猫二,晚安（cover颜人中）
堕 落 天 使 の 爱,3:12,heaten_,堕 落 天 使 の 爱
Adan no Shima no Tanjyosai,6:7,青葉市子,Windswept Adan
i'll keep you safe,2:22,AdotKdot,i'll keep you safe
这个世界不会好,1:31,风尘,民间的歌谣
我想part2,4:41,法老,生于未来
爱是雪地里写诗,5:21,雾江月,冬
i won't let you feel alone again,2:28,Demxntia,i won't let you feel alone again
